trade_id,quantity,underlying,expiry,payment_time,strike,call_put,type
1105,10,ASV,1.08146,1.08693,37,PUT,REGULAR
1106,10,ARIS,3.09143,3.0969,54,CALL,REGULAR
1107,-10,AEY,0.31717,0.32264,140,PUT,REGULAR
1108,10,EMDR,1.59891,1.60438,57,CALL,REGULAR
1109,10,ACMR,4.97939,4.98486,61,PUT,REGULAR
1110,-10,ANIP,3.74886,3.75433,90,CALL,REGULAR
1111,10,UHAL,3.26949,3.27496,48,PUT,REGULAR
1112,10,ACMR,0.58077,0.58624,74,CALL,ODD
1113,-10,ASDR,4.97394,4.97941,142,PUT,REGULAR
1114,10,ARIS,0.80713,0.8126,21,CALL,REGULAR
1115,10,AMRK,0.87737,0.88284,70,PUT,REGULAR
1116,-10,ASDR,0.41094,0.41641,63,CALL,REGULAR
1117,10,ARMH,2.95929,2.96476,97,PUT,REGULAR
1118,10,FUBC,1.87022,1.87569,127,CALL,REGULAR
1119,-10,ASML,1.90162,1.90709,144,PUT,REGULAR
1120,10,EGHT,2.23738,2.24285,130,CALL,ODD
1121,10,ARMH,4.23065,4.23612,69,PUT,REGULAR
1122,-10,SHLM,4.15157,4.15704,30,CALL,REGULAR
1123,10,ARRS,3.96471,3.97018,69,PUT,REGULAR
1124,10,ATNY,1.94937,1.95484,80,CALL,REGULAR
1125,-10,AEY,0.24176,0.24723,97,PUT,REGULAR
1126,10,CAFD,3.10892,3.11439,56,CALL,REGULAR
1127,10,SHLM,0.96627,0.97174,76,PUT,REGULAR
1128,-10,EGHT,3.92424,3.92971,138,CALL,ODD
1129,10,RUDR,2.78479,2.79026,106,PUT,REGULAR
1130,10,EMDR,1.8332,1.83867,94,CALL,REGULAR
1131,-10,TWOU,3.07722,3.08269,119,PUT,REGULAR
1132,10,ACIW,2.4663,2.47177,56,CALL,REGULAR
1133,10,TURN,1.37068,1.37615,99,PUT,REGULAR
1134,-10,SHLM,2.00453,2.01,98,CALL,REGULAR
1135,10,FUBC,4.8829,4.88837,89,PUT,REGULAR
1136,10,EGHT,2.29678,2.30225,95,CALL,ODD
1137,-10,FCTY,3.93671,3.94218,114,PUT,REGULAR
1138,10,EMDR,1.19754,1.20301,72,CALL,REGULAR
1139,10,ASDR,1.44067,1.44614,83,PUT,REGULAR
1140,-10,FLWS,2.87008,2.87555,23,CALL,REGULAR
1141,10,ATNY,1.77413,1.7796,95,PUT,REGULAR
1142,10,ARMH,1.19346,1.19893,110,CALL,REGULAR
1143,-10,AMCX,1.14336,1.14883,134,PUT,REGULAR
1144,10,ASML,4.26305,4.26852,66,CALL,ODD
1145,10,SHLM,4.99216,4.99763,103,PUT,REGULAR
1146,-10,EGHT,2.09335,2.09882,86,CALL,REGULAR
1147,10,AAON,3.03019,3.03566,20,PUT,REGULAR
1148,10,AEPI,4.87077,4.87624,150,CALL,REGULAR
1149,-10,ACIU,0.23916,0.24463,120,PUT,REGULAR
1150,10,ACIU,4.51654,4.52201,60,CALL,REGULAR
1151,10,AGNCB,0.75295,0.75842,51,PUT,REGULAR
1152,-10,ACNB,3.77029,3.77576,115,CALL,ODD
1153,10,ANSS,0.26341,0.26888,100,PUT,REGULAR
1154,10,ACMR,0.52434,0.52981,116,CALL,REGULAR
1155,-10,FUBC,0.24548,0.25095,25,PUT,REGULAR
1156,10,TURN,0.00579,0.01126,147,CALL,REGULAR
1157,10,PIH,1.88789,1.89336,69,PUT,REGULAR
1158,-10,SHLM,4.92599,4.93146,143,CALL,REGULAR
1159,10,ANAD,4.34279,4.34826,76,PUT,REGULAR
1160,10,ATNY,3.77064,3.77611,22,CALL,ODD
1161,-10,PIH,1.89903,1.9045,74,PUT,REGULAR
1162,10,ASV,1.97077,1.97624,113,CALL,REGULAR
1163,10,ARRS,0.90254,0.90801,145,PUT,REGULAR
1164,-10,EMDR,3.17403,3.1795,27,CALL,REGULAR
1165,10,TURN,3.59803,3.6035,33,PUT,REGULAR
1166,10,ACIW,4.91736,4.92283,50,CALL,REGULAR
1167,-10,AGNC,3.50332,3.50879,105,PUT,REGULAR
1168,10,FCCY,3.47749,3.48296,78,CALL,ODD
1169,10,ACIU,0.1429,0.14837,35,PUT,REGULAR
1170,-10,ACIW,3.46982,3.47529,34,CALL,REGULAR
1171,10,ASV,2.09155,2.09702,133,PUT,REGULAR
1172,10,AMRK,1.87073,1.8762,53,CALL,REGULAR
1173,-10,FCTY,1.75798,1.76345,76,PUT,REGULAR
1174,10,AMCX,0.6347,0.64017,96,CALL,REGULAR
1175,10,JOBS,1.14488,1.15035,146,PUT,REGULAR
1176,-10,ATNY,4.09777,4.10324,48,CALL,ODD
1177,10,ADMA,4.30016,4.30563,72,PUT,REGULAR
1178,10,TURN,1.76937,1.77484,113,CALL,REGULAR
1179,-10,ADTN,3.73491,3.74038,55,PUT,REGULAR
1180,10,ATNY,2.12813,2.1336,133,CALL,REGULAR
1181,10,FUBC,3.58571,3.59118,92,PUT,REGULAR
1182,-10,ACMR,3.06068,3.06615,90,CALL,REGULAR
1183,10,AEPI,3.46852,3.47399,128,PUT,REGULAR
1184,10,FUBC,0.2786,0.28407,55,CALL,ODD
1185,-10,ARCW,3.26162,3.26709,32,PUT,REGULAR
1186,10,AGNCB,3.93395,3.93942,111,CALL,REGULAR
1187,10,AGNCP,1.9164,1.92187,80,PUT,REGULAR
1188,-10,AEZS,2.04912,2.05459,74,CALL,REGULAR
1189,10,ACNB,0.54853,0.554,55,PUT,REGULAR
1190,10,FCCY,4.78339,4.78886,67,CALL,REGULAR
1191,-10,ANSS,1.64365,1.64912,23,PUT,REGULAR
1192,10,ACIW,4.16188,4.16735,50,CALL,ODD
1193,10,ARMH,0.20957,0.21504,106,PUT,REGULAR
1194,-10,ARIS,2.34351,2.34898,101,CALL,REGULAR
1195,10,SRCE,2.11649,2.12196,63,PUT,REGULAR
1196,10,SWIN,1.55537,1.56084,22,CALL,REGULAR
1197,-10,ARMH,0.89284,0.89831,94,PUT,REGULAR
1198,10,EMDR,2.67661,2.68208,123,CALL,REGULAR
1199,10,ASML,4.06002,4.06549,109,PUT,REGULAR
1200,-10,CAFD,1.00748,1.01295,48,CALL,ODD
1201,10,ASV,2.4179,2.42337,137,PUT,REGULAR
1202,10,FCTY,2.84955,2.85502,99,CALL,REGULAR
1203,-10,SSRX,2.71518,2.72065,78,PUT,REGULAR
1204,10,ACAD,0.85747,0.86294,105,CALL,REGULAR
1205,10,SRCE,2.97083,2.9763,35,PUT,REGULAR
1206,-10,FCTY,4.57008,4.57555,138,CALL,REGULAR
1207,10,EGHT,4.65712,4.66259,117,PUT,REGULAR
1208,10,RUDR,0.24986,0.25533,71,CALL,ODD
1209,-10,EGHT,4.57208,4.57755,85,PUT,REGULAR
1210,10,TWOU,4.81698,4.82245,127,CALL,REGULAR
1211,10,EGHT,0.21911,0.22458,119,PUT,REGULAR
1212,-10,ANIP,1.90299,1.90846,136,CALL,REGULAR
1213,10,TURN,3.8899,3.89537,65,PUT,REGULAR
1214,10,ADTN,1.85942,1.86489,135,CALL,REGULAR
1215,-10,SSRX,0.38397,0.38944,105,PUT,REGULAR
1216,10,AGNCP,1.96842,1.97389,76,CALL,ODD
1217,10,SHLM,2.45488,2.46035,83,PUT,REGULAR
1218,-10,UHAL,3.89465,3.90012,130,CALL,REGULAR
1219,10,SWIN,1.36321,1.36868,69,PUT,REGULAR
1220,10,ASBB,4.00578,4.01125,96,CALL,REGULAR
1221,-10,ASBB,0.31062,0.31609,81,PUT,REGULAR
1222,10,ARIS,2.61357,2.61904,74,CALL,REGULAR
1223,10,ACMR,0.88719,0.89266,78,PUT,REGULAR
1224,-10,SSRX,0.26767,0.27314,111,CALL,ODD
1225,10,AGNCB,0.63616,0.64163,118,PUT,REGULAR
1226,10,EMDR,2.14497,2.15044,121,CALL,REGULAR
1227,-10,ARIS,4.77545,4.78092,26,PUT,REGULAR
1228,10,ASDR,0.5325,0.53797,92,CALL,REGULAR
1229,10,FCCY,2.55158,2.55705,79,PUT,REGULAR
1230,-10,ACIW,4.73355,4.73902,26,CALL,REGULAR
1231,10,AGNCP,0.78275,0.78822,27,PUT,REGULAR
1232,10,AEZS,4.76182,4.76729,116,CALL,ODD
1233,-10,AMAG,1.4864,1.49187,79,PUT,REGULAR
1234,10,AGNCP,2.40024,2.40571,29,CALL,REGULAR
1235,10,ADMA,1.89074,1.89621,90,PUT,REGULAR
1236,-10,ASML,4.53769,4.54316,23,CALL,REGULAR
1237,10,AMCX,3.19603,3.2015,38,PUT,REGULAR
1238,10,TURN,4.1967,4.20217,136,CALL,REGULAR
1239,-10,SWIN,2.32425,2.32972,24,PUT,REGULAR
1240,10,AGNC,0.74891,0.75438,116,CALL,ODD
1241,10,ACAD,4.02872,4.03419,119,PUT,REGULAR
1242,-10,AEPI,2.49317,2.49864,76,CALL,REGULAR
1243,10,ASBB,3.55686,3.56233,38,PUT,REGULAR
1244,10,AMAG,3.61541,3.62088,49,CALL,REGULAR
1245,-10,ANAD,3.24026,3.24573,26,PUT,REGULAR
1246,10,TURN,0.25333,0.2588,22,CALL,REGULAR
1247,10,TURN,3.24244,3.24791,87,CALL,REGULAR
1248,-10,JOBS,2.75159,2.75706,42,PUT,ODD
1249,10,ALJJ,4.67042,4.67589,92,CALL,REGULAR
1250,10,EMDR,4.65016,4.65563,89,PUT,REGULAR
1251,-10,ACIU,2.45709,2.46256,84,CALL,REGULAR
1252,10,UHAL,3.66148,3.66695,70,PUT,REGULAR
1253,10,SRCE,3.54245,3.54792,86,CALL,REGULAR
1254,-10,VNET,4.60766,4.61313,53,PUT,REGULAR
1255,10,AGNCB,3.54937,3.55484,130,CALL,REGULAR
1256,10,AMRK,4.4577,4.46317,72,PUT,ODD
1257,-10,PIH,1.92842,1.93389,100,CALL,REGULAR
1258,10,PIH,4.74835,4.75382,114,PUT,REGULAR
1259,10,AMAG,4.87903,4.8845,43,CALL,REGULAR
1260,-10,ANAD,1.75997,1.76544,50,PUT,REGULAR
1261,10,ACIU,2.1239,2.12937,70,CALL,REGULAR
1262,10,RUDR,0.18429,0.18976,44,PUT,REGULAR
1263,-10,ASDR,3.89685,3.90232,111,CALL,REGULAR
1264,10,ACIW,0.3347,0.34017,114,PUT,ODD
1265,10,ACNB,1.75877,1.76424,42,CALL,REGULAR
1266,-10,ASBB,0.77814,0.78361,82,PUT,REGULAR
1267,10,RUDR,3.76067,3.76614,146,CALL,REGULAR
1268,10,AMAG,4.01793,4.0234,129,PUT,REGULAR
1269,-10,AGNCB,2.39997,2.40544,37,CALL,REGULAR
1270,10,ASML,3.0791,3.08457,49,PUT,REGULAR
1271,10,FUBC,2.1706,2.17607,66,CALL,REGULAR
1272,-10,EGHT,2.83967,2.84514,88,PUT,ODD
1273,10,AMCX,3.34181,3.34728,126,CALL,REGULAR
1274,10,FCCY,4.37329,4.37876,108,PUT,REGULAR
1275,-10,ACIW,3.7421,3.74757,25,CALL,REGULAR
1276,10,ACIW,0.7538,0.75927,57,PUT,REGULAR
1277,10,ASML,2.83224,2.83771,92,CALL,REGULAR
1278,-10,AGNCB,1.30723,1.3127,48,PUT,REGULAR
1279,10,PIH,1.85901,1.86448,131,CALL,REGULAR
1280,10,ANSS,2.87835,2.88382,56,PUT,ODD
1281,-10,ASV,1.13251,1.13798,62,CALL,REGULAR
1282,10,ASDR,3.03049,3.03596,134,PUT,REGULAR
1283,10,ACNB,4.81212,4.81759,118,CALL,REGULAR
1284,-10,JOBS,4.02174,4.02721,91,PUT,REGULAR
1285,10,ADTN,2.94603,2.9515,136,CALL,REGULAR
1286,10,ABMD,3.96075,3.96622,110,PUT,REGULAR
1287,-10,TURN,2.90752,2.91299,61,CALL,REGULAR
1288,10,ARCW,3.22715,3.23262,148,PUT,ODD
1289,10,EGHT,3.59226,3.59773,42,CALL,REGULAR
1290,-10,ADTN,3.56887,3.57434,134,PUT,REGULAR
1291,10,AGNCB,0.09477,0.10024,52,CALL,REGULAR
1292,10,ANSS,4.16273,4.1682,26,PUT,REGULAR
1293,-10,ABMD,1.68192,1.68739,95,CALL,REGULAR
1294,10,ATNY,0.60597,0.61144,87,PUT,REGULAR
1295,10,TWOU,0.76697,0.77244,133,CALL,REGULAR
1296,-10,ANAD,2.64815,2.65362,84,PUT,ODD
1297,10,VNET,1.86122,1.86669,44,CALL,REGULAR
1298,10,FCTY,4.27025,4.27572,124,PUT,REGULAR
1299,-10,EGHT,2.26259,2.26806,87,CALL,REGULAR
1300,10,ARIS,1.03889,1.04436,27,PUT,REGULAR
1301,10,ARRS,3.10792,3.11339,79,CALL,REGULAR
1302,-10,TURN,1.00366,1.00913,100,PUT,REGULAR
1303,10,ADMA,4.41134,4.41681,93,CALL,REGULAR
1304,10,AGNCB,3.50971,3.51518,67,PUT,ODD
1305,-10,AEZS,3.6558,3.66127,98,CALL,REGULAR
1306,10,FUBC,1.76909,1.77456,86,PUT,REGULAR
1307,10,JOBS,4.34326,4.34873,60,CALL,REGULAR
1308,-10,ARRS,3.72996,3.73543,41,PUT,REGULAR
1309,10,UHAL,0.90228,0.90775,97,CALL,REGULAR
1310,10,VNET,2.23655,2.24202,98,PUT,REGULAR
1311,-10,ACMR,4.63088,4.63635,25,CALL,REGULAR
1312,10,ADMA,1.96454,1.97001,87,PUT,ODD
1313,10,ACAD,2.80996,2.81543,135,CALL,REGULAR
1314,-10,ACIW,1.69295,1.69842,28,PUT,REGULAR
1315,10,ASBB,3.86049,3.86596,117,CALL,REGULAR
1316,10,SSRX,0.37992,0.38539,68,PUT,REGULAR
1317,-10,AMCX,3.43655,3.44202,113,CALL,REGULAR
1318,10,ADTN,0.64263,0.6481,87,PUT,REGULAR
1319,10,ACIU,1.04648,1.05195,67,CALL,REGULAR
1320,-10,AGNCB,0.64369,0.64916,115,PUT,ODD
1321,10,UHAL,2.40816,2.41363,105,CALL,REGULAR
1322,10,ASDR,1.00737,1.01284,109,PUT,REGULAR
1323,-10,ACAD,3.40436,3.40983,61,CALL,REGULAR
1324,10,AEPI,4.82417,4.82964,73,PUT,REGULAR
1325,10,AGNCB,0.03486,0.04033,123,CALL,REGULAR
1326,-10,ACIU,0.14642,0.15189,139,PUT,REGULAR
1327,10,ASML,3.89952,3.90499,66,CALL,REGULAR
1328,10,ALJJ,1.74141,1.74688,144,PUT,ODD
1329,-10,RUDR,3.60363,3.6091,148,CALL,REGULAR
1330,10,UHAL,2.23142,2.23689,141,PUT,REGULAR
1331,10,AGNCP,3.54747,3.55294,89,CALL,REGULAR
1332,-10,ASBB,3.408,3.41347,126,PUT,REGULAR
1333,10,VNET,3.37007,3.37554,47,CALL,REGULAR
1334,10,ASV,4.51299,4.51846,35,PUT,REGULAR
1335,-10,AEY,0.95281,0.95828,79,CALL,REGULAR
1336,10,ACNB,3.12395,3.12942,128,PUT,ODD
1337,10,AMCX,4.09549,4.10096,24,CALL,REGULAR
1338,-10,AMCX,1.06878,1.07425,90,PUT,REGULAR
1339,10,TWOU,3.07483,3.0803,45,CALL,REGULAR
1340,10,AMRK,3.90608,3.91155,113,PUT,REGULAR
1341,-10,ACIU,4.0383,4.04377,116,CALL,REGULAR
1342,10,ARIS,1.23739,1.24286,133,PUT,REGULAR
1343,10,AAON,2.43293,2.4384,113,CALL,REGULAR
1344,-10,SSRX,3.20629,3.21176,114,PUT,ODD
1345,10,SWIN,1.13414,1.13961,91,CALL,REGULAR
1346,10,PIH,2.07226,2.07773,93,PUT,REGULAR
1347,-10,AGNCB,1.10135,1.10682,119,CALL,REGULAR
1348,10,SSRX,4.75421,4.75968,90,PUT,REGULAR
1349,10,ACIU,4.59154,4.59701,127,CALL,REGULAR
1350,-10,FCCY,1.35472,1.36019,23,PUT,REGULAR
1351,10,AMAG,3.97484,3.98031,89,CALL,REGULAR
1352,10,PIH,1.49529,1.50076,144,PUT,ODD
1353,-10,ACMR,4.5734,4.57887,58,CALL,REGULAR
1354,10,AGNCB,3.0084,3.01387,112,PUT,REGULAR
1355,10,RUDR,3.43954,3.44501,62,CALL,REGULAR
1356,-10,AAON,2.63374,2.63921,66,PUT,REGULAR
1357,10,AAON,2.638,2.64347,33,CALL,REGULAR
1358,10,AGNC,2.4479,2.45337,87,PUT,REGULAR
1359,-10,SWIN,4.11182,4.11729,85,CALL,REGULAR
1360,10,ANIP,3.43084,3.43631,55,PUT,ODD
1361,10,ARRS,4.31441,4.31988,124,CALL,REGULAR
1362,-10,TURN,4.18658,4.19205,100,PUT,REGULAR
1363,10,ASDR,0.60779,0.61326,112,CALL,REGULAR
1364,10,JOBS,4.59495,4.60042,120,PUT,REGULAR
1365,-10,ABMD,2.67714,2.68261,62,CALL,REGULAR
1366,10,ACMR,0.59554,0.60101,29,PUT,REGULAR
1367,10,AGNCB,4.89414,4.89961,79,CALL,REGULAR
1368,-10,ANSS,2.62765,2.63312,60,PUT,ODD
1369,10,EMDR,2.1863,2.19177,107,CALL,REGULAR
1370,10,ACAD,3.16065,3.16612,113,PUT,REGULAR
1371,-10,ACNB,2.11831,2.12378,67,CALL,REGULAR
1372,10,ANSS,1.59806,1.60353,140,PUT,REGULAR
1373,10,ABMD,4.64298,4.64845,41,CALL,REGULAR
1374,-10,AGNCB,0.95794,0.96341,127,PUT,REGULAR
1375,10,ACAD,0.8509,0.85637,145,CALL,REGULAR
1376,10,ANIP,1.53103,1.5365,62,PUT,ODD
1377,-10,AMRK,1.09383,1.0993,146,CALL,REGULAR
1378,10,ARCW,1.385,1.39047,89,PUT,REGULAR
1379,10,AGNCB,3.04999,3.05546,98,CALL,REGULAR
1380,-10,ACIW,3.82967,3.83514,116,PUT,REGULAR
1381,10,ARCW,2.96782,2.97329,91,CALL,REGULAR
1382,10,SHLM,1.78066,1.78613,114,PUT,REGULAR
1383,-10,ACNB,4.64997,4.65544,75,CALL,REGULAR
1384,10,AGNC,2.29563,2.3011,81,PUT,ODD
1385,10,ANSS,0.80517,0.81064,108,CALL,REGULAR
1386,-10,SWIN,0.96453,0.97,128,PUT,REGULAR
1387,10,ANAD,2.63462,2.64009,55,CALL,REGULAR
1388,10,FUBC,4.16353,4.169,114,PUT,REGULAR
1389,-10,ARCW,1.18015,1.18562,40,CALL,REGULAR
1390,10,AEZS,3.61373,3.6192,125,PUT,REGULAR
1391,10,AAON,2.22174,2.22721,93,CALL,REGULAR
1392,-10,ASBB,1.98582,1.99129,70,PUT,ODD
1393,10,FCTY,3.84158,3.84705,73,CALL,REGULAR
1394,10,ACAD,1.63112,1.63659,108,PUT,REGULAR
1395,-10,AGNCP,0.32891,0.33438,38,CALL,REGULAR
1396,10,AEZS,1.3368,1.34227,106,PUT,REGULAR
1397,10,AMRK,4.96779,4.97326,26,CALL,REGULAR
1398,-10,ARRS,1.33311,1.33858,98,PUT,REGULAR
1399,10,ABMD,3.43814,3.44361,57,CALL,REGULAR
1400,10,AAON,4.07559,4.08106,101,PUT,ODD
1401,-10,ATNY,2.3716,2.37707,79,CALL,REGULAR
1402,10,AAON,1.15247,1.15794,103,PUT,REGULAR
1403,10,AGNCP,4.74839,4.75386,28,CALL,REGULAR
1404,-10,VNET,0.666,0.67147,86,PUT,REGULAR
1405,10,ANSS,2.94621,2.95168,127,CALL,REGULAR
1406,10,VNET,2.33989,2.34536,112,PUT,REGULAR
1407,-10,ASV,4.78666,4.79213,37,CALL,REGULAR
1408,10,ASDR,4.82239,4.82786,79,PUT,ODD
1409,10,ALJJ,1.72979,1.73526,47,CALL,REGULAR
1410,-10,ACMR,1.14644,1.15191,116,PUT,REGULAR
1411,10,FCCY,0.27245,0.27792,90,CALL,REGULAR
1412,10,ACNB,3.68559,3.69106,49,PUT,REGULAR
1413,-10,ABMD,1.77001,1.77548,48,CALL,REGULAR
1414,10,ARMH,4.05451,4.05998,71,PUT,REGULAR
1415,10,ATNY,0.3098,0.31527,27,CALL,REGULAR
1416,-10,FLWS,2.31576,2.32123,50,PUT,ODD
1417,10,ABMD,3.40386,3.40933,78,CALL,REGULAR
1418,10,ACMR,0.7127,0.71817,44,PUT,REGULAR
1419,-10,FCCY,0.49419,0.49966,75,CALL,REGULAR
1420,10,AEZS,2.85531,2.86078,53,PUT,REGULAR
1421,10,JOBS,3.19616,3.20163,77,CALL,REGULAR
1422,-10,AMAG,4.92676,4.93223,64,PUT,REGULAR
1423,10,PIH,4.19921,4.20468,23,CALL,REGULAR
1424,10,AMCX,2.47162,2.47709,64,PUT,ODD
1425,-10,SWIN,2.04274,2.04821,51,CALL,REGULAR
1426,10,RUDR,1.6849,1.69037,145,PUT,REGULAR
1427,10,ANIP,3.63175,3.63722,62,CALL,REGULAR
1428,-10,FUBC,2.56035,2.56582,78,PUT,REGULAR
1429,10,EMDR,2.11235,2.11782,48,CALL,REGULAR
1430,10,AEPI,1.72923,1.7347,139,PUT,REGULAR
1431,-10,AMCX,0.67625,0.68172,95,CALL,REGULAR
1432,10,AEPI,0.79984,0.80531,20,PUT,ODD
1433,10,UHAL,2.20442,2.20989,149,CALL,REGULAR
1434,-10,FCCY,3.14319,3.14866,50,PUT,REGULAR
1435,10,ACAD,1.26899,1.27446,126,CALL,REGULAR
1436,10,AAON,2.08883,2.0943,48,PUT,REGULAR
1437,-10,ANAD,4.90204,4.90751,121,CALL,REGULAR
1438,10,ACIW,0.18207,0.18754,148,PUT,REGULAR
1439,10,PIH,0.54225,0.54772,65,CALL,REGULAR
1440,-10,EMDR,2.11529,2.12076,24,PUT,ODD
1441,10,ANIP,3.16838,3.17385,61,CALL,REGULAR
1442,10,ACIU,4.29287,4.29834,120,PUT,REGULAR
1443,-10,AMRK,0.63401,0.63948,106,CALL,REGULAR
1444,10,ARCW,3.12217,3.12764,109,PUT,REGULAR
1445,10,VNET,4.20538,4.21085,21,CALL,REGULAR
1446,-10,AGNCP,2.48119,2.48666,90,PUT,REGULAR
1447,10,ANAD,4.47558,4.48105,96,CALL,REGULAR
1448,10,FUBC,2.0714,2.07687,88,PUT,ODD
1449,-10,AEPI,1.79008,1.79555,122,CALL,REGULAR
1450,10,EGHT,3.42663,3.4321,148,PUT,REGULAR
1451,10,EMDR,0.16175,0.16722,27,CALL,REGULAR
1452,-10,TWOU,1.26655,1.27202,126,PUT,REGULAR
1453,10,ARMH,1.71894,1.72441,49,CALL,REGULAR
1454,10,EGHT,4.52744,4.53291,96,PUT,REGULAR
1455,-10,FCTY,1.92175,1.92722,112,CALL,REGULAR
1456,10,RUDR,2.57996,2.58543,111,PUT,ODD
1457,10,ADMA,0.44826,0.45373,52,CALL,REGULAR
1458,-10,RUDR,2.20254,2.20801,120,PUT,REGULAR
1459,10,UHAL,2.13911,2.14458,127,CALL,REGULAR
1460,10,SSRX,4.43239,4.43786,126,PUT,REGULAR
1461,-10,AAON,4.36702,4.37249,138,CALL,REGULAR
1462,10,RUDR,4.2153,4.22077,64,PUT,REGULAR
1463,10,ACNB,2.22452,2.22999,89,CALL,REGULAR
1464,-10,AAON,4.34447,4.34994,28,PUT,ODD
1465,10,SWIN,3.86224,3.86771,92,CALL,REGULAR
1466,10,ARIS,2.52656,2.53203,143,PUT,REGULAR
1467,-10,AEZS,0.07767,0.08314,100,CALL,REGULAR
1468,10,CAFD,0.97951,0.98498,133,PUT,REGULAR
1469,10,ANSS,1.8459,1.85137,21,CALL,REGULAR
1470,-10,ATNY,1.60541,1.61088,23,PUT,REGULAR
1471,10,AEY,1.34836,1.35383,107,CALL,REGULAR
1472,10,SWIN,0.04112,0.04659,37,PUT,ODD
1473,-10,JOBS,3.61439,3.61986,130,CALL,REGULAR
1474,10,ASBB,3.573,3.57847,67,PUT,REGULAR
1475,10,ACIW,0.33669,0.34216,65,CALL,REGULAR
1476,-10,AGNC,4.0351,4.04057,50,PUT,REGULAR
1477,10,ARIS,4.86677,4.87224,21,CALL,REGULAR
1478,10,ACIW,1.72462,1.73009,63,PUT,REGULAR
1479,-10,ACIU,0.20823,0.2137,81,CALL,REGULAR
1480,10,EGHT,4.68345,4.68892,26,PUT,ODD
1481,10,ASBB,1.93536,1.94083,72,CALL,REGULAR
1482,-10,ASV,0.53209,0.53756,52,PUT,REGULAR
1483,10,AEY,4.09927,4.10474,99,CALL,REGULAR
1484,10,ASDR,0.81165,0.81712,140,PUT,REGULAR
1485,-10,ALJJ,0.80448,0.80995,63,CALL,REGULAR
1486,10,AEY,3.67741,3.68288,40,PUT,REGULAR
1487,10,ANSS,0.2511,0.25657,106,CALL,REGULAR
1488,-10,ARMH,1.86574,1.87121,51,PUT,ODD
1489,10,ADTN,1.58047,1.58594,88,CALL,REGULAR
1490,10,AGNC,4.49457,4.50004,96,PUT,REGULAR
1491,-10,ARCW,2.39216,2.39763,97,CALL,REGULAR
1492,10,ASBB,0.12297,0.12844,42,PUT,REGULAR
1493,10,ANAD,3.37508,3.38055,39,CALL,REGULAR
1494,-10,SRCE,1.16599,1.17146,64,PUT,REGULAR
1495,10,RUDR,1.5761,1.58157,104,CALL,REGULAR
1496,10,AAON,2.2223,2.22777,23,PUT,ODD
1497,-10,SHLM,4.29277,4.29824,114,CALL,REGULAR
1498,10,EMDR,3.40852,3.41399,126,PUT,REGULAR
1499,10,ASML,2.57831,2.58378,96,CALL,REGULAR
1500,-10,ANSS,1.15902,1.16449,137,PUT,REGULAR
1501,10,AMCX,0.16904,0.17451,78,CALL,REGULAR
1502,10,PIH,1.26569,1.27116,101,PUT,REGULAR
1503,-10,VNET,4.97462,4.98009,132,CALL,REGULAR
1504,10,AGNCB,0.50343,0.5089,143,PUT,ODD
1505,10,ARIS,2.09268,2.09815,58,CALL,REGULAR
1506,-10,CAFD,1.78941,1.79488,118,PUT,REGULAR
1507,10,AGNCB,4.92349,4.92896,63,CALL,REGULAR
1508,10,AMCX,3.60709,3.61256,146,PUT,REGULAR
1509,-10,ACIW,3.53699,3.54246,93,CALL,REGULAR
1510,10,EGHT,1.08088,1.08635,146,PUT,REGULAR
1511,10,ASBB,4.57142,4.57689,60,CALL,REGULAR
1512,-10,AMRK,4.72623,4.7317,25,PUT,ODD
1513,10,ARCW,3.54302,3.54849,40,CALL,REGULAR
1514,10,ARCW,0.68458,0.69005,129,PUT,REGULAR
1515,-10,EGHT,4.0721,4.07757,20,CALL,REGULAR
1516,10,ACAD,3.42401,3.42948,21,PUT,REGULAR
1517,10,FCCY,3.94805,3.95352,130,CALL,REGULAR
1518,-10,FCTY,2.24474,2.25021,22,PUT,REGULAR
1519,10,TURN,3.4897,3.49517,88,CALL,REGULAR
1520,10,EMDR,3.25027,3.25574,88,PUT,ODD
1521,-10,ANIP,4.07581,4.08128,88,CALL,REGULAR
1522,10,UHAL,0.88839,0.89386,33,PUT,REGULAR
1523,10,ADTN,2.33194,2.33741,135,CALL,REGULAR
1524,-10,AEPI,3.38881,3.39428,71,PUT,REGULAR
1525,10,ASV,1.91831,1.92378,65,CALL,REGULAR
1526,10,FUBC,2.93941,2.94488,127,PUT,REGULAR
1527,-10,VNET,3.56131,3.56678,121,CALL,REGULAR
1528,10,ALJJ,4.89658,4.90205,121,PUT,ODD
1529,10,SRCE,2.77449,2.77996,129,CALL,REGULAR
1530,-10,PIH,3.5114,3.51687,109,PUT,REGULAR
1531,10,ADMA,0.34594,0.35141,76,CALL,REGULAR
1532,10,CAFD,0.09071,0.09618,98,PUT,REGULAR
1533,-10,ATNY,1.86203,1.8675,121,CALL,REGULAR
1534,10,UHAL,2.29055,2.29602,68,PUT,REGULAR
1535,10,FCCY,3.25403,3.2595,91,CALL,REGULAR
1536,-10,FLWS,4.01945,4.02492,146,PUT,ODD
1537,10,ARCW,0.88313,0.8886,85,CALL,REGULAR
1538,10,SRCE,4.15544,4.16091,57,PUT,REGULAR
1539,-10,ASML,2.29914,2.30461,95,CALL,REGULAR
1540,10,FCTY,3.95064,3.95611,38,PUT,REGULAR
